Customer_ID,last_order,first_order,orders,monetary,profit,segment,region,recency_days,recency_weeks,R,F,M,RFM_Score,Segment
582,2024-12-28,2021-05-29,36,94514.21,18490.55,Small Business,South,3,0,5,5,5,555,Champions
583,2024-12-25,2021-03-27,13,38616.54,9220.16,Corporate,West,6,0,5,3,4,534,Potential Loyalists
584,2024-12-23,2021-09-05,19,22949.93,6893.74,Home Office,West,8,1,5,4,3,543,Potential Loyalists
585,2024-12-12,2021-01-14,73,206190.15,45667.35,Corporate,East,19,2,4,5,5,455,Champions
586,2024-07-19,2021-03-26,10,30152.879999999997,6200.51,Home Office,South,165,23,2,3,4,234,At Risk
587,2024-09-30,2021-12-02,6,4579.11,1125.13,Consumer,West,92,13,2,2,2,222,Lost
588,2024-09-09,2023-01-12,4,2047.25,621.7800000000001,Consumer,East,113,16,2,2,1,221,Lost
589,2024-11-14,2021-01-22,30,38887.68,6278.37,Consumer,Central,47,6,3,4,4,344,Loyal Customers
590,2023-08-04,2023-01-29,2,2876.96,727.63,Consumer,South,515,73,1,1,1,111,Lost
591,2024-08-17,2021-02-08,13,20513.97,5059.84,Small Business,South,136,19,2,3,3,233,At Risk
592,2022-12-06,2021-03-06,4,5719.87,1643.95,Consumer,West,756,108,1,2,2,122,Lost
593,2024-12-28,2021-01-04,75,208320.07,48271.35,Corporate,East,3,0,5,5,5,555,Champions
594,2024-12-29,2021-01-04,85,162235.87,34942.9,Home Office,South,2,0,5,5,5,555,Champions
595,2024-09-19,2021-04-03,12,23207.1,5877.06,Home Office,South,103,14,2,3,3,233,At Risk
596,2022-12-30,2021-11-26,5,13486.92,4676.9800000000005,Corporate,West,732,104,1,2,3,123,Lost
597,2024-12-04,2021-05-17,42,120021.93000000001,31708.16,Corporate,Central,27,3,4,5,5,455,Champions
598,2023-05-15,2021-12-30,3,11751.710000000001,2203.67,Small Business,West,596,85,1,1,2,112,Lost
600,2024-11-24,2021-02-05,19,21973.27,3198.46,Home Office,East,37,5,3,4,3,343,Promising
601,2021-07-26,2021-07-26,1,580.34,209.12,Small Business,East,1254,179,1,1,1,111,Lost
603,2024-09-01,2021-08-13,16,13510.14,2380.92,Consumer,South,121,17,2,4,3,243,At Risk
604,2024-08-06,2021-03-12,7,12025.58,2609.7799999999997,Corporate,East,147,21,2,2,3,223,Lost
605,2024-12-06,2022-01-22,8,6363.0599999999995,1788.81,Consumer,East,25,3,4,2,2,422,Promising
606,2024-10-29,2021-11-29,2,578.3299999999999,202.22000000000003,Home Office,West,63,9,3,1,1,311,Hibernating
607,2024-11-12,2021-01-23,12,20801.6,4456.48,Small Business,East,49,7,3,3,3,333,Promising
608,2024-12-25,2021-02-19,59,162927.44,38017.33,Corporate,East,6,0,5,5,5,555,Champions
609,2024-01-13,2022-07-25,5,4865.74,1383.45,Corporate,West,353,50,1,2,2,122,Lost
610,2024-08-25,2022-02-10,4,4212.56,990.74,Consumer,West,128,18,2,2,2,222,Lost
611,2024-11-29,2021-04-23,23,50638.48,10324.880000000001,Small Business,Central,32,4,3,4,4,344,Loyal Customers
612,2024-05-22,2023-09-04,2,1193.64,269.07,Consumer,South,223,31,2,1,1,211,Lost
613,2024-06-13,2021-02-28,13,30397.73,6093.13,Consumer,East,201,28,2,3,4,234,At Risk
614,2024-12-17,2021-01-30,33,56168.67,8991.81,Consumer,South,14,2,4,5,4,454,Champions
615,2024-09-01,2021-05-11,12,18600.04,4571.97,Consumer,South,121,17,2,3,3,233,At Risk
616,2024-12-30,2021-01-06,127,308392.02,76918.09,Corporate,South,1,0,5,5,5,555,Champions
617,2024-01-04,2021-02-13,19,46427.619999999995,11700.119999999999,Corporate,Central,362,51,1,4,4,144,Can't Lose
619,2023-10-29,2022-10-01,2,280.73,64.2,Consumer,Central,429,61,1,1,1,111,Lost
620,2024-12-14,2021-08-09,9,5719.79,1323.67,Consumer,Central,17,2,4,3,2,432,Potential Loyalists
621,2024-09-28,2021-07-26,12,23649.24,6626.71,Consumer,East,94,13,2,3,3,233,At Risk
622,2024-12-05,2021-01-03,64,67152.79,16588.35,Consumer,South,26,3,4,5,5,455,Champions
624,2024-08-30,2021-05-07,20,31403.04,6148.45,Consumer,South,123,17,2,4,4,244,Can't Lose
625,2024-12-28,2023-03-25,3,3563.42,778.0300000000001,Consumer,West,3,0,5,1,1,511,Promising
626,2024-04-22,2023-12-12,2,4553.34,1140.88,Consumer,East,253,36,2,1,2,212,Lost
627,2024-12-10,2021-02-04,28,67120.11,15756.94,Corporate,West,21,3,4,4,5,445,Champions
628,2024-12-29,2021-09-11,11,13869.699999999999,4349.15,Consumer,West,2,0,5,3,3,533,Potential Loyalists
629,2023-10-14,2023-10-14,1,1160.21,532.26,Consumer,West,444,63,1,1,1,111,Lost
630,2024-06-27,2021-03-21,7,18158.89,4499.15,Small Business,West,187,26,2,2,3,223,Lost
631,2024-10-26,2023-08-10,2,7061.51,676.62,Consumer,East,66,9,3,1,2,312,Hibernating
632,2022-06-07,2022-06-07,1,326.79,154.98000000000002,Corporate,West,938,134,1,1,1,111,Lost
633,2024-11-26,2021-03-17,10,21977.95,7293.3,Corporate,West,35,5,3,3,3,333,Promising
634,2024-04-03,2024-04-03,1,130.62,43.32,Consumer,South,272,38,2,1,1,211,Lost
635,2022-07-09,2021-06-18,2,6169.28,2386.31,Corporate,East,906,129,1,1,2,112,Lost
636,2023-09-17,2023-09-17,1,562.17,187.62,Home Office,West,471,67,1,1,1,111,Lost
638,2024-12-27,2021-03-08,30,29156.88,7154.51,Consumer,West,4,0,5,4,4,544,Champions
639,2024-09-14,2022-03-06,3,3138.7200000000003,755.72,Consumer,West,108,15,2,1,1,211,Lost
640,2024-07-09,2024-07-09,1,2081.01,128.51999999999998,Consumer,Central,175,25,2,1,1,211,Lost
641,2024-05-17,2022-12-18,4,14038.26,2208.81,Corporate,South,228,32,2,2,3,223,Lost
642,2023-11-03,2022-04-29,2,2068.83,742.5500000000001,Home Office,West,424,60,1,1,1,111,Lost
643,2024-10-18,2024-10-18,1,755.0699999999999,214.21,Consumer,Central,74,10,3,1,1,311,Hibernating
644,2024-10-03,2024-10-03,1,268.02,93.81,Consumer,East,89,12,2,1,1,211,Lost
645,2024-12-28,2021-05-25,23,52681.14,12967.3,Small Business,East,3,0,5,4,4,544,Champions
647,2022-09-28,2022-09-28,1,8186.299999999999,1842.8200000000002,Corporate,East,825,117,1,1,2,112,Lost
648,2024-12-10,2021-04-26,18,21710.68,4045.3599999999997,Home Office,Central,21,3,4,4,3,443,Potential Loyalists
649,2024-12-28,2021-04-03,7,11009.36,766.3600000000001,Consumer,Central,3,0,5,2,2,522,Promising
650,2024-05-02,2021-04-22,4,9870.68,3103.2,Consumer,Central,243,34,2,2,2,222,Lost
651,2024-11-19,2021-02-27,9,8818.51,1058.03,Consumer,West,42,6,3,3,2,332,Promising
652,2024-12-15,2021-05-30,9,19153.67,5001.69,Small Business,Central,16,2,4,3,3,433,Potential Loyalists
653,2024-07-11,2021-06-29,5,3553.95,820.54,Consumer,West,173,24,2,2,1,221,Lost
654,2024-12-30,2021-01-06,26,35873.52,8175.08,Consumer,East,1,0,5,4,4,544,Champions
655,2024-12-12,2021-08-19,19,39801.88,8552.11,Consumer,East,19,2,4,4,4,444,Champions
656,2024-12-23,2021-02-13,7,9547.619999999999,870.1500000000001,Consumer,Central,8,1,5,2,2,522,Promising
657,2024-12-17,2021-01-07,19,65888.13,14079.41,Corporate,South,14,2,4,4,5,445,Champions
659,2024-12-21,2021-10-23,8,21324.86,4210.47,Corporate,West,10,1,5,2,3,523,Potential Loyalists
660,2024-12-24,2021-02-06,13,24175.079999999998,8529.53,Corporate,Central,7,1,5,3,3,533,Potential Loyalists
661,2024-12-09,2021-08-04,38,59451.03,16282.92,Home Office,South,22,3,4,5,4,454,Champions
662,2024-12-27,2021-05-24,36,60587.9,12153.15,Consumer,West,4,0,5,5,4,554,Champions
663,2024-12-07,2021-01-18,31,50763.67,13813.26,Small Business,Central,24,3,4,4,4,444,Champions
664,2024-11-05,2021-01-22,47,104432.12,25978.260000000002,Corporate,Central,56,8,3,5,5,355,Loyal Customers
665,2023-09-29,2021-03-01,10,12101.78,3328.73,Consumer,South,459,65,1,3,3,133,At Risk
666,2024-12-30,2021-05-15,26,63791.66,11578.61,Home Office,East,1,0,5,4,5,545,Champions
667,2024-10-02,2021-02-28,23,54241.86,13440.54,Small Business,South,90,12,2,4,4,244,Can't Lose
669,2024-12-23,2021-01-06,75,165767.22,38750.22,Small Business,South,8,1,5,5,5,555,Champions
670,2024-11-20,2021-01-10,31,84274.63,19038.87,Corporate,East,41,5,3,4,5,345,Loyal Customers
671,2024-10-10,2021-03-04,42,80886.76,22121.82,Corporate,East,82,11,2,5,5,255,Can't Lose
672,2024-12-11,2021-02-05,19,36569.8,7579.18,Small Business,East,20,2,4,4,4,444,Champions
673,2024-11-11,2021-02-14,13,13237.1,4729.89,Consumer,West,50,7,3,3,3,333,Promising
675,2024-12-25,2021-05-19,6,7157.77,1547.98,Consumer,East,6,0,5,2,2,522,Promising
676,2024-12-30,2021-04-25,29,40449.17,8993.0,Home Office,West,1,0,5,4,4,544,Champions
677,2024-12-31,2021-02-06,43,110134.13,25797.5,Corporate,West,0,0,5,5,5,555,Champions
679,2024-12-06,2021-11-19,11,24997.7,7673.7,Corporate,South,25,3,4,3,3,433,Potential Loyalists
680,2024-09-27,2021-09-23,14,8226.71,1805.01,Consumer,Central,95,13,2,3,2,232,Lost
681,2024-11-18,2021-01-08,24,28199.16,3783.92,Consumer,East,43,6,3,4,4,344,Loyal Customers
682,2022-02-21,2021-08-20,3,2171.95,505.13,Consumer,West,1044,149,1,1,1,111,Lost
683,2024-08-03,2021-05-10,6,2057.87,710.12,Consumer,South,150,21,2,2,1,221,Lost
684,2024-05-10,2023-09-01,2,1172.98,497.79999999999995,Consumer,East,235,33,2,1,1,211,Lost
687,2024-11-05,2022-08-01,2,1067.36,418.32,Home Office,South,56,8,3,1,1,311,Hibernating
688,2024-10-13,2021-01-15,6,9112.57,2306.62,Home Office,West,79,11,2,2,2,222,Lost
689,2024-11-19,2021-01-13,31,44921.8,7976.03,Consumer,Central,42,6,3,4,4,344,Loyal Customers
690,2024-12-30,2021-01-27,21,33333.77,9908.77,Small Business,West,1,0,5,4,4,544,Champions
691,2024-04-03,2021-02-17,18,31073.55,7679.04,Corporate,Central,272,38,2,4,4,244,Can't Lose
692,2024-06-18,2021-11-16,3,3438.17,1051.03,Consumer,East,196,28,2,1,1,211,Lost
693,2023-03-08,2021-03-04,4,5590.24,1272.62,Consumer,East,664,94,1,2,2,122,Lost
694,2024-12-22,2021-02-13,27,54266.2,13344.52,Home Office,Central,9,1,5,4,4,544,Champions
695,2024-09-20,2021-04-08,9,16304.23,1562.09,Consumer,East,102,14,2,3,3,233,At Risk
696,2024-12-04,2021-01-24,20,43502.82,12783.93,Corporate,Central,27,3,4,4,4,444,Champions
698,2021-12-30,2021-11-26,3,2261.4700000000003,689.54,Consumer,South,1097,156,1,1,1,111,Lost
699,2024-04-03,2021-11-26,3,783.23,248.23,Consumer,South,272,38,2,1,1,211,Lost
700,2024-12-30,2021-11-28,10,18702.08,4763.87,Small Business,West,1,0,5,3,3,533,Potential Loyalists
701,2024-12-28,2021-01-24,43,118878.0,27865.170000000002,Corporate,South,3,0,5,5,5,555,Champions
702,2024-11-21,2021-01-10,11,17856.48,3756.21,Consumer,East,40,5,3,3,3,333,Promising
703,2024-11-23,2021-06-11,8,18542.96,5349.21,Small Business,West,38,5,3,2,3,323,Promising
704,2024-11-21,2021-03-25,16,31113.23,7938.01,Small Business,East,40,5,3,4,4,344,Loyal Customers
705,2024-10-25,2021-05-29,7,22600.61,4633.8,Corporate,South,67,9,3,2,3,323,Promising
706,2024-11-12,2021-01-13,27,55532.39,13895.33,Corporate,South,49,7,3,4,4,344,Loyal Customers
708,2023-12-08,2022-04-22,5,1799.82,756.0,Consumer,South,389,55,1,2,1,121,Lost
709,2023-12-19,2022-03-12,4,6939.83,1553.81,Corporate,South,378,54,1,2,2,122,Lost
710,2024-07-03,2021-08-13,9,5490.15,1637.53,Consumer,East,181,25,2,3,2,232,Lost
712,2024-12-19,2021-07-06,15,37829.3,10143.08,Home Office,West,12,1,4,3,4,434,Potential Loyalists
713,2021-07-10,2021-07-10,1,385.31,59.269999999999996,Consumer,West,1270,181,1,1,1,111,Lost
714,2024-12-23,2021-03-07,59,162088.89,38396.93,Corporate,West,8,1,5,5,5,555,Champions
718,2024-05-08,2021-03-11,16,39239.69,7379.84,Corporate,East,237,33,2,4,4,244,Can't Lose
719,2024-12-14,2021-01-18,76,196465.25,42486.2,Corporate,West,17,2,4,5,5,455,Champions
720,2024-12-27,2022-02-17,6,4661.06,1276.52,Consumer,South,4,0,5,2,2,522,Promising
721,2024-09-30,2021-10-03,3,9705.15,2022.58,Home Office,Central,92,13,2,1,2,212,Lost
722,2024-08-01,2021-11-13,17,35993.51,9212.23,Home Office,West,152,21,2,4,4,244,Can't Lose
723,2024-08-17,2022-12-01,3,8199.09,540.51,Corporate,West,136,19,2,1,2,212,Lost
725,2024-12-17,2021-01-17,74,197504.55,44826.340000000004,Small Business,East,14,2,4,5,5,455,Champions
726,2024-12-22,2021-01-26,29,62100.22,14950.73,Corporate,South,9,1,5,4,4,544,Champions
727,2023-04-28,2023-04-28,1,492.36,198.12,Corporate,East,613,87,1,1,1,111,Lost
729,2024-12-28,2021-03-25,42,61966.05,16061.66,Home Office,Central,3,0,5,5,4,554,Champions
730,2024-03-07,2021-03-13,6,11430.6,2900.37,Corporate,West,299,42,1,2,2,122,Lost
731,2024-12-25,2022-02-16,10,22290.88,4154.48,Corporate,South,6,0,5,3,3,533,Potential Loyalists
732,2024-10-14,2024-01-04,3,1452.44,467.59,Consumer,West,78,11,2,1,1,211,Lost
733,2024-08-24,2021-03-23,12,30623.44,8556.4,Small Business,South,129,18,2,3,4,234,At Risk
734,2024-12-18,2021-01-15,29,38437.21,7991.360000000001,Consumer,Central,13,1,4,4,4,444,Champions
736,2024-04-03,2024-04-03,1,774.1800000000001,356.83000000000004,Consumer,Central,272,38,2,1,1,211,Lost
737,2024-12-30,2021-02-01,33,72989.6,17537.45,Small Business,South,1,0,5,5,5,555,Champions
738,2024-10-31,2021-02-11,15,13210.53,3805.63,Consumer,South,61,8,3,3,3,333,Promising
739,2024-11-27,2021-01-12,10,13364.14,3671.5099999999998,Consumer,West,34,4,3,3,3,333,Promising
740,2024-08-30,2021-03-07,18,41289.17,9810.83,Small Business,South,123,17,2,4,4,244,Can't Lose
741,2023-04-09,2021-01-06,6,13863.75,4295.38,Small Business,Central,632,90,1,2,3,123,Lost
742,2024-04-06,2021-01-02,7,1714.44,560.1,Consumer,West,269,38,2,2,1,221,Lost
744,2024-04-24,2021-08-25,7,4132.92,1495.13,Home Office,West,251,35,2,2,2,222,Lost
745,2024-12-19,2021-02-22,20,41539.88,11130.29,Small Business,West,12,1,4,4,4,444,Champions
746,2021-12-12,2021-12-12,1,1143.42,348.39000000000004,Consumer,East,1115,159,1,1,1,111,Lost
747,2024-12-30,2021-02-24,26,55661.31,12159.880000000001,Corporate,East,1,0,5,4,4,544,Champions
748,2024-12-07,2021-01-15,18,39531.95,9920.14,Home Office,South,24,3,4,4,4,444,Champions
749,2024-05-17,2021-11-17,15,27720.16,7455.27,Home Office,West,228,32,2,3,4,234,At Risk
750,2024-12-03,2021-01-18,11,16000.44,3502.2599999999998,Home Office,West,28,4,4,3,3,433,Potential Loyalists
751,2024-09-02,2021-02-07,13,21440.809999999998,5661.34,Corporate,East,120,17,2,3,3,233,At Risk
752,2024-12-17,2021-02-10,30,36890.13,5791.53,Consumer,West,14,2,4,4,4,444,Champions
753,2024-02-15,2021-09-07,3,7993.35,1748.31,Small Business,South,320,45,1,1,2,112,Lost
754,2022-09-01,2022-09-01,1,3543.21,939.0500000000001,Small Business,South,852,121,1,1,1,111,Lost
755,2024-12-22,2021-09-14,7,6244.63,2073.4700000000003,Home Office,East,9,1,5,2,2,522,Promising
757,2024-12-09,2021-01-11,16,20292.07,4916.72,Consumer,West,22,3,4,4,3,443,Potential Loyalists
758,2024-12-29,2022-05-02,10,13035.96,3345.17,Home Office,Central,2,0,5,3,3,533,Potential Loyalists
759,2024-06-25,2021-10-20,5,3796.6,936.88,Consumer,West,189,27,2,2,1,221,Lost
760,2024-12-29,2021-05-13,26,49801.62,13008.11,Small Business,West,2,0,5,4,4,544,Champions
761,2023-09-07,2021-07-31,3,7113.289999999999,1604.17,Consumer,West,481,68,1,1,2,112,Lost
762,2024-12-21,2021-02-07,41,41255.89,12185.32,Home Office,Central,10,1,5,5,4,554,Champions
764,2024-11-20,2021-11-28,17,34644.74,10483.23,Consumer,West,41,5,3,4,4,344,Loyal Customers
765,2024-12-25,2021-06-25,15,23135.46,3496.4300000000003,Consumer,South,6,0,5,3,3,533,Potential Loyalists
766,2024-07-27,2024-07-27,1,2084.21,420.33000000000004,Corporate,Central,157,22,2,1,1,211,Lost
767,2024-11-25,2024-11-21,2,1942.38,505.02000000000004,Corporate,West,36,5,3,1,1,311,Hibernating
768,2024-12-29,2021-03-06,44,123413.03,26333.29,Corporate,South,2,0,5,5,5,555,Champions
769,2024-12-24,2021-01-16,85,217808.85,51729.88,Corporate,South,7,1,5,5,5,555,Champions
770,2024-12-05,2023-12-21,4,5375.35,1104.25,Small Business,East,26,3,4,2,2,422,Promising
771,2024-12-02,2021-04-01,45,107994.83,22527.92,Corporate,Central,29,4,4,5,5,455,Champions
772,2024-12-11,2022-06-09,7,11040.07,3654.96,Consumer,West,20,2,4,2,2,422,Promising
773,2024-12-13,2022-09-28,2,433.71000000000004,162.86,Consumer,Central,18,2,4,1,1,411,New Customers
774,2024-12-15,2021-04-29,14,13540.66,4103.66,Consumer,East,16,2,4,3,3,433,Potential Loyalists
775,2024-11-21,2022-11-19,3,3071.7,597.06,Consumer,Central,40,5,3,1,1,311,Hibernating
776,2024-02-24,2021-03-14,3,2704.63,910.1099999999999,Consumer,East,311,44,1,1,1,111,Lost
777,2024-12-05,2021-01-21,43,81513.17,19795.37,Home Office,West,26,3,4,5,5,455,Champions
778,2024-02-12,2021-10-18,4,4161.0,1085.07,Consumer,South,323,46,1,2,2,122,Lost
779,2024-09-03,2023-10-29,2,2056.08,707.73,Small Business,West,119,17,2,1,1,211,Lost
781,2024-11-12,2021-01-11,38,42087.94,12724.16,Consumer,South,49,7,3,5,4,354,Loyal Customers
782,2024-12-03,2021-04-22,20,31337.33,7113.94,Home Office,South,28,4,4,4,4,444,Champions
783,2024-12-08,2021-01-09,65,138981.38,31212.22,Small Business,East,23,3,4,5,5,455,Champions
784,2023-05-03,2023-05-03,1,3828.76,646.2,Consumer,South,608,86,1,1,1,111,Lost
786,2024-12-03,2021-01-21,32,27945.1,7222.21,Consumer,West,28,4,4,5,4,454,Champions
787,2024-12-30,2021-03-06,53,130858.69,33422.44,Corporate,South,1,0,5,5,5,555,Champions
789,2024-03-26,2024-03-26,1,39.17,14.09,Consumer,West,280,40,1,1,1,111,Lost
790,2024-04-16,2023-04-25,4,3639.62,910.6,Consumer,West,259,37,2,2,1,221,Lost
791,2024-12-26,2021-03-16,49,119929.06999999999,32813.659999999996,Corporate,South,5,0,5,5,5,555,Champions
792,2024-12-20,2021-01-28,98,228371.99,56817.8,Small Business,Central,11,1,4,5,5,455,Champions
793,2024-12-18,2021-06-08,11,19612.57,5974.02,Home Office,West,13,1,4,3,3,433,Potential Loyalists
794,2024-12-20,2021-01-02,28,47263.32,11653.52,Corporate,South,11,1,4,4,4,444,Champions
795,2024-06-28,2021-06-30,11,17917.760000000002,3965.3,Consumer,East,186,26,2,3,3,233,At Risk
796,2024-11-12,2021-02-27,14,33796.15,5357.78,Consumer,East,49,7,3,3,4,334,Promising
797,2024-04-07,2021-06-15,8,14586.73,3292.78,Consumer,Central,268,38,2,2,3,223,Lost
798,2024-04-23,2021-01-10,10,16254.86,3230.87,Home Office,South,252,36,2,3,3,233,At Risk
799,2024-12-30,2021-03-02,22,38674.18,11158.24,Small Business,East,1,0,5,4,4,544,Champions
800,2024-09-05,2021-06-02,7,16043.550000000001,2945.61,Small Business,East,117,16,2,2,3,223,Lost
801,2024-12-20,2021-01-02,72,165331.11,36026.26,Small Business,East,11,1,4,5,5,455,Champions
802,2024-12-24,2021-01-26,28,50364.15,11396.54,Small Business,South,7,1,5,4,4,544,Champions
803,2024-11-29,2021-04-09,13,38914.83,7124.22,Small Business,East,32,4,3,3,4,334,Promising
804,2024-12-01,2021-04-21,27,24868.829999999998,6373.7,Consumer,West,30,4,3,4,3,343,Promising
805,2023-08-27,2021-09-06,4,5142.66,1426.7500000000002,Consumer,South,492,70,1,2,2,122,Lost
806,2024-12-21,2021-03-15,14,17802.68,4295.47,Consumer,East,10,1,5,3,3,533,Potential Loyalists
807,2024-11-08,2021-06-13,4,8883.71,2016.97,Corporate,West,53,7,3,2,2,322,Hibernating
809,2024-07-02,2021-12-01,15,34593.57,9385.25,Home Office,South,182,26,2,3,4,234,At Risk
810,2024-11-24,2021-01-24,88,238397.78,55999.04,Corporate,West,37,5,3,5,5,355,Loyal Customers
811,2023-03-14,2023-03-14,1,2452.09,947.6,Corporate,West,658,94,1,1,1,111,Lost
812,2021-10-04,2021-10-04,1,117.96,-2.24,Consumer,East,1184,169,1,1,1,111,Lost
813,2024-12-13,2021-01-05,12,25728.780000000002,4088.07,Consumer,Central,18,2,4,3,3,433,Potential Loyalists
814,2024-04-28,2024-04-28,1,2233.2,644.1,Consumer,South,247,35,2,1,1,211,Lost
815,2024-08-18,2021-01-27,2,3643.87,944.1199999999999,Small Business,East,135,19,2,1,1,211,Lost
816,2024-10-20,2021-02-14,21,50602.22,12105.94,Corporate,West,72,10,3,4,4,344,Loyal Customers
817,2024-10-01,2021-05-23,19,33711.41,9274.98,Home Office,South,91,13,2,4,4,244,Can't Lose
818,2022-08-25,2022-08-25,1,543.6800000000001,90.08,Consumer,East,859,122,1,1,1,111,Lost
819,2024-12-30,2021-01-28,5,8117.16,2797.4700000000003,Consumer,West,1,0,5,2,2,522,Promising
820,2024-12-04,2021-01-24,16,45198.17,8701.82,Corporate,West,27,3,4,4,4,444,Champions
821,2024-10-21,2021-08-21,5,9415.75,2114.43,Home Office,West,71,10,3,2,2,322,Hibernating
822,2024-10-22,2021-03-04,5,5059.69,1332.59,Home Office,West,70,10,3,2,2,322,Hibernating
824,2024-12-10,2021-06-13,2,2093.87,346.55,Small Business,East,21,3,4,1,1,411,New Customers
825,2024-09-30,2021-05-11,14,11691.51,3614.61,Consumer,West,92,13,2,3,2,232,Lost
826,2024-12-18,2021-04-23,7,19080.97,6310.55,Small Business,Central,13,1,4,2,3,423,Potential Loyalists
827,2024-12-14,2022-02-10,5,5864.8,1372.57,Consumer,West,17,2,4,2,2,422,Promising
828,2024-11-17,2021-08-12,16,20777.63,5003.68,Consumer,East,44,6,3,4,3,343,Promising
829,2024-12-23,2021-03-08,32,53074.26,13542.07,Home Office,South,8,1,5,5,4,554,Champions
830,2024-05-11,2021-01-31,6,2807.94,829.8299999999999,Consumer,East,234,33,2,2,1,221,Lost
831,2024-11-28,2021-06-15,17,26481.15,5787.46,Corporate,Central,33,4,3,4,3,343,Promising
832,2024-10-18,2021-01-19,17,61121.96,13456.52,Corporate,West,74,10,3,4,4,344,Loyal Customers
834,2024-12-18,2021-03-20,25,41630.17,10738.4,Home Office,East,13,1,4,4,4,444,Champions
835,2024-03-06,2021-03-06,8,19872.62,4740.85,Small Business,East,300,42,1,2,3,123,Lost
836,2024-09-17,2021-01-09,7,22947.69,5476.91,Small Business,West,105,15,2,2,3,223,Lost
837,2024-11-13,2021-05-07,9,12793.58,3544.5,Consumer,East,48,6,3,3,3,333,Promising
838,2024-07-16,2021-02-10,12,32646.97,6945.25,Corporate,East,168,24,2,3,4,234,At Risk
839,2023-12-21,2021-08-05,8,7144.99,1744.17,Consumer,Central,376,53,1,2,2,122,Lost
840,2022-01-30,2022-01-30,1,429.20000000000005,132.02,Consumer,South,1066,152,1,1,1,111,Lost
841,2024-12-09,2021-06-18,15,11863.59,3069.32,Consumer,East,22,3,4,3,2,432,Potential Loyalists
842,2024-12-20,2021-01-09,40,77975.98,20961.62,Small Business,South,11,1,4,5,5,455,Champions
843,2024-11-07,2021-01-06,61,148908.87,34755.43,Small Business,South,54,7,3,5,5,355,Loyal Customers
844,2024-12-17,2021-02-20,23,35278.12,7886.3,Home Office,South,14,2,4,4,4,444,Champions
845,2023-11-24,2021-08-31,5,13387.66,3464.54,Corporate,Central,403,57,1,2,3,123,Lost
846,2024-05-27,2022-05-18,3,5071.55,1067.29,Corporate,Central,218,31,2,1,2,212,Lost
847,2024-12-09,2021-01-29,33,60099.93,12147.39,Corporate,West,22,3,4,5,4,454,Champions
849,2024-12-20,2021-01-06,78,179680.39,41829.01,Corporate,South,11,1,4,5,5,455,Champions
850,2024-11-29,2021-01-30,13,13110.29,3091.33,Consumer,East,32,4,3,3,3,333,Promising
851,2024-05-04,2021-05-06,3,3592.32,972.25,Consumer,West,241,34,2,1,1,211,Lost
852,2024-09-25,2021-12-17,10,16879.96,4438.54,Small Business,East,97,13,2,3,3,233,At Risk
853,2024-12-30,2021-07-07,44,120411.68,28038.55,Corporate,South,1,0,5,5,5,555,Champions
854,2024-11-23,2021-04-05,25,52388.93,10588.9,Small Business,West,38,5,3,4,4,344,Loyal Customers
855,2022-02-16,2022-02-16,1,6920.790000000001,2575.19,Consumer,Central,1049,149,1,1,2,112,Lost
856,2024-01-18,2022-11-02,5,21004.93,6332.03,Corporate,South,348,49,1,2,3,123,Lost
857,2024-11-08,2024-11-08,1,1254.3999999999999,62.11,Consumer,South,53,7,3,1,1,311,Hibernating
858,2023-11-14,2021-04-14,4,15973.859999999999,1729.8400000000001,Consumer,East,413,59,1,2,3,123,Lost
859,2023-09-21,2023-05-05,2,1928.2399999999998,703.61,Consumer,South,467,66,1,1,1,111,Lost
860,2024-07-02,2022-12-02,3,7228.4800000000005,1129.08,Consumer,South,182,26,2,1,2,212,Lost
861,2024-12-08,2021-04-04,11,24275.43,5139.06,Small Business,East,23,3,4,3,3,433,Potential Loyalists
862,2024-12-10,2021-02-18,14,37970.6,8284.07,Consumer,Central,21,3,4,3,4,434,Potential Loyalists
863,2024-08-28,2021-03-31,4,5237.07,393.44000000000005,Corporate,West,125,17,2,2,2,222,Lost
864,2024-12-09,2023-08-28,3,2751.74,886.61,Corporate,Central,22,3,4,1,1,411,Promising
865,2024-11-11,2021-02-10,32,121745.37,21177.53,Corporate,West,50,7,3,5,5,355,Loyal Customers
866,2024-12-15,2021-01-21,23,70107.01,17641.01,Corporate,East,16,2,4,4,5,445,Champions
868,2024-12-13,2021-03-07,14,25859.21,6703.69,Small Business,East,18,2,4,3,3,433,Potential Loyalists
869,2024-02-06,2022-02-09,5,5183.48,1277.08,Home Office,East,329,47,1,2,2,122,Lost
870,2023-08-26,2021-07-08,4,7802.27,2084.19,Home Office,Central,493,70,1,2,2,122,Lost
871,2024-09-05,2021-02-09,14,33298.46,6838.16,Corporate,West,117,16,2,3,4,234,At Risk
872,2023-12-19,2023-12-17,2,5270.5,440.35,Consumer,East,378,54,1,1,2,112,Lost
873,2024-12-26,2021-01-20,142,292157.0,60180.6,Small Business,Central,5,0,5,5,5,555,Champions
874,2024-06-07,2021-04-02,7,6270.54,1763.4,Consumer,Central,207,29,2,2,2,222,Lost
875,2024-10-27,2021-07-11,6,9166.52,2391.88,Consumer,West,65,9,3,2,2,322,Hibernating
876,2023-03-19,2021-10-30,3,2917.17,861.6999999999999,Consumer,South,653,93,1,1,1,111,Lost
